12201	1.122665e+01	1.116733e+02	-1.61843e+02	
12202	1.123311e+01	1.116636e+02	-1.61853e+02	
12203	1.123958e+01	1.116538e+02	-1.61863e+02	
12204	1.124605e+01	1.116441e+02	-1.61873e+02	
12205	1.125253e+01	1.116343e+02	-1.61883e+02	
12206	1.125900e+01	1.116246e+02	-1.61893e+02	
12207	1.126549e+01	1.116148e+02	-1.61903e+02	
12208	1.127197e+01	1.116051e+02	-1.61913e+02	
12209	1.127847e+01	1.115953e+02	-1.61923e+02	
12210	1.128496e+01	1.115856e+02	-1.61933e+02	
12211	1.129146e+01	1.115758e+02	-1.61943e+02	
12212	1.129796e+01	1.115661e+02	-1.61953e+02	
12213	1.130446e+01	1.115563e+02	-1.61963e+02	
12214	1.131097e+01	1.115466e+02	-1.61973e+02	
12215	1.131749e+01	1.115368e+02	-1.61983e+02	
12216	1.132400e+01	1.115271e+02	-1.61993e+02	
12217	1.133052e+01	1.115173e+02	-1.62003e+02	
12218	1.133705e+01	1.115076e+02	-1.62013e+02	
12219	1.134358e+01	1.114978e+02	-1.62023e+02	
12220	1.135011e+01	1.114881e+02	-1.62033e+02	
12221	1.135664e+01	1.114783e+02	-1.62043e+02	
12222	1.136318e+01	1.114686e+02	-1.62053e+02	
12223	1.136973e+01	1.114588e+02	-1.62063e+02	
12224	1.137627e+01	1.114491e+02	-1.62073e+02	
12225	1.138282e+01	1.114393e+02	-1.62083e+02	
12226	1.138938e+01	1.114295e+02	-1.62093e+02	
12227	1.139594e+01	1.114198e+02	-1.62103e+02	
12228	1.140250e+01	1.114100e+02	-1.62113e+02	
12229	1.140906e+01	1.114003e+02	-1.62123e+02	
12230	1.141563e+01	1.113905e+02	-1.62133e+02	
12231	1.142221e+01	1.113808e+02	-1.62143e+02	
12232	1.142878e+01	1.113710e+02	-1.62152e+02	
12233	1.143536e+01	1.113613e+02	-1.62162e+02	
12234	1.144195e+01	1.113515e+02	-1.62172e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12235	1.144854e+01	1.113417e+02	-1.62182e+02	
12236	1.145513e+01	1.113320e+02	-1.62192e+02	
12237	1.146173e+01	1.113222e+02	-1.62202e+02	
12238	1.146833e+01	1.113125e+02	-1.62212e+02	
12239	1.147493e+01	1.113027e+02	-1.62222e+02	
12240	1.148154e+01	1.112930e+02	-1.62231e+02	
12241	1.148815e+01	1.112832e+02	-1.62241e+02	
12242	1.149476e+01	1.112734e+02	-1.62251e+02	
12243	1.150138e+01	1.112637e+02	-1.62261e+02	
12244	1.150800e+01	1.112539e+02	-1.62271e+02	
12245	1.151463e+01	1.112442e+02	-1.62281e+02	
12246	1.152126e+01	1.112344e+02	-1.62290e+02	
12247	1.152789e+01	1.112246e+02	-1.62300e+02	
12248	1.153453e+01	1.112149e+02	-1.62310e+02	
12249	1.154117e+01	1.112051e+02	-1.62320e+02	
12250	1.154782e+01	1.111954e+02	-1.62330e+02	
12251	1.155447e+01	1.111856e+02	-1.62339e+02	
12252	1.156112e+01	1.111758e+02	-1.62349e+02	
12253	1.156778e+01	1.111661e+02	-1.62359e+02	
12254	1.157444e+01	1.111563e+02	-1.62369e+02	
12255	1.158111e+01	1.111465e+02	-1.62378e+02	
12256	1.158777e+01	1.111368e+02	-1.62388e+02	
12257	1.159445e+01	1.111270e+02	-1.62398e+02	
12258	1.160112e+01	1.111173e+02	-1.62408e+02	
12259	1.160780e+01	1.111075e+02	-1.62418e+02	
12260	1.161449e+01	1.110977e+02	-1.62427e+02	
12261	1.162117e+01	1.110880e+02	-1.62437e+02	
12262	1.162787e+01	1.110782e+02	-1.62447e+02	
12263	1.163456e+01	1.110684e+02	-1.62456e+02	
12264	1.164126e+01	1.110587e+02	-1.62466e+02	
12265	1.164796e+01	1.110489e+02	-1.62476e+02	
12266	1.165467e+01	1.110391e+02	-1.62486e+02	
12267	1.166138e+01	1.110294e+02	-1.62495e+02	
12268	1.166810e+01	1.110196e+02	-1.62505e+02	
12269	1.167481e+01	1.110098e+02	-1.62515e+02	
12270	1.168154e+01	1.110001e+02	-1.62524e+02	
12271	1.168826e+01	1.109903e+02	-1.62534e+02	
12272	1.169499e+01	1.109805e+02	-1.62544e+02	
12273	1.170173e+01	1.109708e+02	-1.62553e+02	
12274	1.170847e+01	1.109610e+02	-1.62563e+02	
12275	1.171521e+01	1.109512e+02	-1.62573e+02	
12276	1.172195e+01	1.109415e+02	-1.62582e+02	
12277	1.172870e+01	1.109317e+02	-1.62592e+02	
12278	1.173546e+01	1.109219e+02	-1.62602e+02	
12279	1.174221e+01	1.109122e+02	-1.62611e+02	
12280	1.174898e+01	1.109024e+02	-1.62621e+02	
12281	1.175574e+01	1.108926e+02	-1.62631e+02	
12282	1.176251e+01	1.108829e+02	-1.62640e+02	
12283	1.176928e+01	1.108731e+02	-1.62650e+02	
12284	1.177606e+01	1.108633e+02	-1.62659e+02	
12285	1.178284e+01	1.108536e+02	-1.62669e+02	
12286	1.178963e+01	1.108438e+02	-1.62679e+02	
12287	1.179641e+01	1.108340e+02	-1.62688e+02	
12288	1.180321e+01	1.108242e+02	-1.62698e+02	
12289	1.181000e+01	1.108145e+02	-1.62707e+02	
12290	1.181680e+01	1.108047e+02	-1.62717e+02	
12291	1.182361e+01	1.107949e+02	-1.62727e+02	
12292	1.183042e+01	1.107852e+02	-1.62736e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12293	1.183723e+01	1.107754e+02	-1.62746e+02	
12294	1.184404e+01	1.107656e+02	-1.62755e+02	
12295	1.185086e+01	1.107558e+02	-1.62765e+02	
12296	1.185769e+01	1.107461e+02	-1.62774e+02	
12297	1.186452e+01	1.107363e+02	-1.62784e+02	
12298	1.187135e+01	1.107265e+02	-1.62793e+02	
12299	1.187818e+01	1.107167e+02	-1.62803e+02	
12300	1.188502e+01	1.107070e+02	-1.62812e+02	
12301	1.189187e+01	1.106972e+02	-1.62822e+02	
12302	1.189871e+01	1.106874e+02	-1.62832e+02	
12303	1.190556e+01	1.106777e+02	-1.62841e+02	
12304	1.191242e+01	1.106679e+02	-1.62851e+02	
12305	1.191928e+01	1.106581e+02	-1.62860e+02	
12306	1.192614e+01	1.106483e+02	-1.62870e+02	
12307	1.193301e+01	1.106385e+02	-1.62879e+02	
12308	1.193988e+01	1.106288e+02	-1.62888e+02	
12309	1.194676e+01	1.106190e+02	-1.62898e+02	
12310	1.195364e+01	1.106092e+02	-1.62907e+02	
12311	1.196052e+01	1.105994e+02	-1.62917e+02	
12312	1.196741e+01	1.105897e+02	-1.62926e+02	
12313	1.197430e+01	1.105799e+02	-1.62936e+02	
12314	1.198119e+01	1.105701e+02	-1.62945e+02	
12315	1.198809e+01	1.105603e+02	-1.62955e+02	
12316	1.199499e+01	1.105506e+02	-1.62964e+02	
12317	1.200190e+01	1.105408e+02	-1.62974e+02	
12318	1.200881e+01	1.105310e+02	-1.62983e+02	
12319	1.201573e+01	1.105212e+02	-1.62992e+02	
12320	1.202264e+01	1.105114e+02	-1.63002e+02	
12321	1.202957e+01	1.105017e+02	-1.63011e+02	
12322	1.203649e+01	1.104919e+02	-1.63021e+02	
12323	1.204342e+01	1.104821e+02	-1.63030e+02	
12324	1.205036e+01	1.104723e+02	-1.63039e+02	
12325	1.205730e+01	1.104625e+02	-1.63049e+02	
12326	1.206424e+01	1.104528e+02	-1.63058e+02	
12327	1.207119e+01	1.104430e+02	-1.63068e+02	
12328	1.207814e+01	1.104332e+02	-1.63077e+02	
12329	1.208509e+01	1.104234e+02	-1.63086e+02	
12330	1.209205e+01	1.104136e+02	-1.63096e+02	
12331	1.209901e+01	1.104039e+02	-1.63105e+02	
12332	1.210598e+01	1.103941e+02	-1.63114e+02	
12333	1.211295e+01	1.103843e+02	-1.63124e+02	
12334	1.211993e+01	1.103745e+02	-1.63133e+02	
12335	1.212691e+01	1.103647e+02	-1.63143e+02	
12336	1.213389e+01	1.103549e+02	-1.63152e+02	
12337	1.214088e+01	1.103452e+02	-1.63161e+02	
12338	1.214787e+01	1.103354e+02	-1.63171e+02	
12339	1.215486e+01	1.103256e+02	-1.63180e+02	
12340	1.216186e+01	1.103158e+02	-1.63189e+02	
12341	1.216886e+01	1.103060e+02	-1.63198e+02	
12342	1.217587e+01	1.102962e+02	-1.63208e+02	
12343	1.218288e+01	1.102865e+02	-1.63217e+02	
12344	1.218990e+01	1.102767e+02	-1.63226e+02	
12345	1.219692e+01	1.102669e+02	-1.63236e+02	
12346	1.220394e+01	1.102571e+02	-1.63245e+02	
12347	1.221097e+01	1.102473e+02	-1.63254e+02	
12348	1.221800e+01	1.102375e+02	-1.63263e+02	
12349	1.222503e+01	1.102277e+02	-1.63273e+02	
12350	1.223207e+01	1.102180e+02	-1.63282e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12351	1.223911e+01	1.102082e+02	-1.63291e+02	
12352	1.224616e+01	1.101984e+02	-1.63300e+02	
12353	1.225321e+01	1.101886e+02	-1.63310e+02	
12354	1.226027e+01	1.101788e+02	-1.63319e+02	
12355	1.226733e+01	1.101690e+02	-1.63328e+02	
12356	1.227439e+01	1.101592e+02	-1.63337e+02	
12357	1.228146e+01	1.101494e+02	-1.63347e+02	
12358	1.228853e+01	1.101397e+02	-1.63356e+02	
12359	1.229561e+01	1.101299e+02	-1.63365e+02	
12360	1.230269e+01	1.101201e+02	-1.63374e+02	
12361	1.230977e+01	1.101103e+02	-1.63384e+02	
12362	1.231686e+01	1.101005e+02	-1.63393e+02	
12363	1.232395e+01	1.100907e+02	-1.63402e+02	
12364	1.233105e+01	1.100809e+02	-1.63411e+02	
12365	1.233815e+01	1.100711e+02	-1.63420e+02	
12366	1.234525e+01	1.100613e+02	-1.63429e+02	
12367	1.235236e+01	1.100516e+02	-1.63439e+02	
12368	1.235947e+01	1.100418e+02	-1.63448e+02	
12369	1.236659e+01	1.100320e+02	-1.63457e+02	
12370	1.237371e+01	1.100222e+02	-1.63466e+02	
12371	1.238084e+01	1.100124e+02	-1.63475e+02	
12372	1.238797e+01	1.100026e+02	-1.63484e+02	
12373	1.239510e+01	1.099928e+02	-1.63494e+02	
12374	1.240224e+01	1.099830e+02	-1.63503e+02	
12375	1.240938e+01	1.099732e+02	-1.63512e+02	
12376	1.241652e+01	1.099634e+02	-1.63521e+02	
12377	1.242367e+01	1.099536e+02	-1.63530e+02	
12378	1.243083e+01	1.099438e+02	-1.63539e+02	
12379	1.243798e+01	1.099341e+02	-1.63548e+02	
12380	1.244515e+01	1.099243e+02	-1.63557e+02	
12381	1.245231e+01	1.099145e+02	-1.63567e+02	
12382	1.245948e+01	1.099047e+02	-1.63576e+02	
12383	1.246666e+01	1.098949e+02	-1.63585e+02	
12384	1.247384e+01	1.098851e+02	-1.63594e+02	
12385	1.248102e+01	1.098753e+02	-1.63603e+02	
12386	1.248820e+01	1.098655e+02	-1.63612e+02	
12387	1.249540e+01	1.098557e+02	-1.63621e+02	
12388	1.250259e+01	1.098459e+02	-1.63630e+02	
12389	1.250979e+01	1.098361e+02	-1.63639e+02	
12390	1.251699e+01	1.098263e+02	-1.63648e+02	
12391	1.252420e+01	1.098165e+02	-1.63657e+02	
12392	1.253141e+01	1.098067e+02	-1.63666e+02	
12393	1.253863e+01	1.097969e+02	-1.63675e+02	
12394	1.254585e+01	1.097871e+02	-1.63684e+02	
12395	1.255307e+01	1.097773e+02	-1.63693e+02	
12396	1.256030e+01	1.097675e+02	-1.63702e+02	
12397	1.256753e+01	1.097577e+02	-1.63711e+02	
12398	1.257477e+01	1.097479e+02	-1.63720e+02	
12399	1.258201e+01	1.097381e+02	-1.63729e+02	
12400	1.258925e+01	1.097283e+02	-1.63738e+02	
12401	1.259650e+01	1.097185e+02	-1.63747e+02	
12402	1.260376e+01	1.097087e+02	-1.63756e+02	
12403	1.261101e+01	1.096989e+02	-1.63765e+02	
12404	1.261828e+01	1.096891e+02	-1.63774e+02	
12405	1.262554e+01	1.096793e+02	-1.63783e+02	
12406	1.263281e+01	1.096696e+02	-1.63792e+02	
12407	1.264009e+01	1.096598e+02	-1.63801e+02	
12408	1.264736e+01	1.096500e+02	-1.63810e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12409	1.265465e+01	1.096402e+02	-1.63819e+02	
12410	1.266193e+01	1.096304e+02	-1.63828e+02	
12411	1.266922e+01	1.096205e+02	-1.63837e+02	
12412	1.267652e+01	1.096107e+02	-1.63846e+02	
12413	1.268382e+01	1.096009e+02	-1.63855e+02	
12414	1.269112e+01	1.095911e+02	-1.63864e+02	
12415	1.269843e+01	1.095813e+02	-1.63873e+02	
12416	1.270574e+01	1.095715e+02	-1.63882e+02	
12417	1.271306e+01	1.095617e+02	-1.63891e+02	
12418	1.272038e+01	1.095519e+02	-1.63900e+02	
12419	1.272770e+01	1.095421e+02	-1.63909e+02	
12420	1.273503e+01	1.095323e+02	-1.63917e+02	
12421	1.274236e+01	1.095225e+02	-1.63926e+02	
12422	1.274970e+01	1.095127e+02	-1.63935e+02	
12423	1.275704e+01	1.095029e+02	-1.63944e+02	
12424	1.276439e+01	1.094931e+02	-1.63953e+02	
12425	1.277174e+01	1.094833e+02	-1.63962e+02	
12426	1.277909e+01	1.094735e+02	-1.63971e+02	
12427	1.278645e+01	1.094637e+02	-1.63980e+02	
12428	1.279381e+01	1.094539e+02	-1.63989e+02	
12429	1.280118e+01	1.094441e+02	-1.63997e+02	
12430	1.280855e+01	1.094343e+02	-1.64006e+02	
12431	1.281593e+01	1.094245e+02	-1.64015e+02	
12432	1.282331e+01	1.094147e+02	-1.64024e+02	
12433	1.283069e+01	1.094049e+02	-1.64033e+02	
12434	1.283808e+01	1.093951e+02	-1.64042e+02	
12435	1.284547e+01	1.093853e+02	-1.64050e+02	
12436	1.285287e+01	1.093755e+02	-1.64059e+02	
12437	1.286027e+01	1.093657e+02	-1.64068e+02	
12438	1.286767e+01	1.093559e+02	-1.64077e+02	
12439	1.287508e+01	1.093460e+02	-1.64086e+02	
12440	1.288250e+01	1.093362e+02	-1.64095e+02	
12441	1.288991e+01	1.093264e+02	-1.64103e+02	
12442	1.289734e+01	1.093166e+02	-1.64112e+02	
12443	1.290476e+01	1.093068e+02	-1.64121e+02	
12444	1.291219e+01	1.092970e+02	-1.64130e+02	
12445	1.291963e+01	1.092872e+02	-1.64138e+02	
12446	1.292707e+01	1.092774e+02	-1.64147e+02	
12447	1.293451e+01	1.092676e+02	-1.64156e+02	
12448	1.294196e+01	1.092578e+02	-1.64165e+02	
12449	1.294941e+01	1.092480e+02	-1.64174e+02	
12450	1.295687e+01	1.092382e+02	-1.64182e+02	
12451	1.296433e+01	1.092284e+02	-1.64191e+02	
12452	1.297179e+01	1.092185e+02	-1.64200e+02	
12453	1.297926e+01	1.092087e+02	-1.64208e+02	
12454	1.298674e+01	1.091989e+02	-1.64217e+02	
12455	1.299421e+01	1.091891e+02	-1.64226e+02	
12456	1.300170e+01	1.091793e+02	-1.64235e+02	
12457	1.300918e+01	1.091695e+02	-1.64243e+02	
12458	1.301667e+01	1.091597e+02	-1.64252e+02	
12459	1.302417e+01	1.091499e+02	-1.64261e+02	
12460	1.303167e+01	1.091401e+02	-1.64270e+02	
12461	1.303917e+01	1.091302e+02	-1.64278e+02	
12462	1.304668e+01	1.091204e+02	-1.64287e+02	
12463	1.305419e+01	1.091106e+02	-1.64296e+02	
12464	1.306171e+01	1.091008e+02	-1.64304e+02	
12465	1.306923e+01	1.090910e+02	-1.64313e+02	
12466	1.307676e+01	1.090812e+02	-1.64322e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12467	1.308429e+01	1.090714e+02	-1.64330e+02	
12468	1.309182e+01	1.090616e+02	-1.64339e+02	
12469	1.309936e+01	1.090517e+02	-1.64348e+02	
12470	1.310690e+01	1.090419e+02	-1.64356e+02	
12471	1.311445e+01	1.090321e+02	-1.64365e+02	
12472	1.312200e+01	1.090223e+02	-1.64374e+02	
12473	1.312955e+01	1.090125e+02	-1.64382e+02	
12474	1.313711e+01	1.090027e+02	-1.64391e+02	
12475	1.314468e+01	1.089929e+02	-1.64399e+02	
12476	1.315225e+01	1.089830e+02	-1.64408e+02	
12477	1.315982e+01	1.089732e+02	-1.64417e+02	
12478	1.316740e+01	1.089634e+02	-1.64425e+02	
12479	1.317498e+01	1.089536e+02	-1.64434e+02	
12480	1.318257e+01	1.089438e+02	-1.64443e+02	
12481	1.319016e+01	1.089340e+02	-1.64451e+02	
12482	1.319775e+01	1.089242e+02	-1.64460e+02	
12483	1.320535e+01	1.089143e+02	-1.64468e+02	
12484	1.321296e+01	1.089045e+02	-1.64477e+02	
12485	1.322056e+01	1.088947e+02	-1.64485e+02	
12486	1.322818e+01	1.088849e+02	-1.64494e+02	
12487	1.323579e+01	1.088751e+02	-1.64503e+02	
12488	1.324342e+01	1.088653e+02	-1.64511e+02	
12489	1.325104e+01	1.088554e+02	-1.64520e+02	
12490	1.325867e+01	1.088456e+02	-1.64528e+02	
12491	1.326631e+01	1.088358e+02	-1.64537e+02	
12492	1.327394e+01	1.088260e+02	-1.64545e+02	
12493	1.328159e+01	1.088162e+02	-1.64554e+02	
12494	1.328924e+01	1.088064e+02	-1.64563e+02	
12495	1.329689e+01	1.087965e+02	-1.64571e+02	
12496	1.330454e+01	1.087867e+02	-1.64580e+02	
12497	1.331221e+01	1.087769e+02	-1.64588e+02	
12498	1.331987e+01	1.087671e+02	-1.64597e+02	
12499	1.332754e+01	1.087573e+02	-1.64605e+02	
12500	1.333521e+01	1.087474e+02	-1.64614e+02	
12501	1.334289e+01	1.087376e+02	-1.64622e+02	
12502	1.335058e+01	1.087278e+02	-1.64631e+02	
12503	1.335826e+01	1.087180e+02	-1.64639e+02	
12504	1.336596e+01	1.087082e+02	-1.64648e+02	
12505	1.337365e+01	1.086983e+02	-1.64656e+02	
12506	1.338135e+01	1.086885e+02	-1.64665e+02	
12507	1.338906e+01	1.086787e+02	-1.64673e+02	
12508	1.339677e+01	1.086689e+02	-1.64682e+02	
12509	1.340448e+01	1.086591e+02	-1.64690e+02	
12510	1.341220e+01	1.086492e+02	-1.64698e+02	
12511	1.341992e+01	1.086394e+02	-1.64707e+02	
12512	1.342765e+01	1.086296e+02	-1.64715e+02	
12513	1.343538e+01	1.086198e+02	-1.64724e+02	
12514	1.344312e+01	1.086099e+02	-1.64732e+02	
12515	1.345086e+01	1.086001e+02	-1.64741e+02	
12516	1.345860e+01	1.085903e+02	-1.64749e+02	
12517	1.346635e+01	1.085805e+02	-1.64758e+02	
12518	1.347411e+01	1.085707e+02	-1.64766e+02	
12519	1.348187e+01	1.085608e+02	-1.64774e+02	
12520	1.348963e+01	1.085510e+02	-1.64783e+02	
12521	1.349740e+01	1.085412e+02	-1.64791e+02	
12522	1.350517e+01	1.085314e+02	-1.64800e+02	
12523	1.351294e+01	1.085215e+02	-1.64808e+02	
12524	1.352073e+01	1.085117e+02	-1.64816e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12525	1.352851e+01	1.085019e+02	-1.64825e+02	
12526	1.353630e+01	1.084921e+02	-1.64833e+02	
12527	1.354410e+01	1.084822e+02	-1.64842e+02	
12528	1.355189e+01	1.084724e+02	-1.64850e+02	
12529	1.355970e+01	1.084626e+02	-1.64858e+02	
12530	1.356751e+01	1.084528e+02	-1.64867e+02	
12531	1.357532e+01	1.084429e+02	-1.64875e+02	
12532	1.358313e+01	1.084331e+02	-1.64883e+02	
12533	1.359096e+01	1.084233e+02	-1.64892e+02	
12534	1.359878e+01	1.084135e+02	-1.64900e+02	
12535	1.360661e+01	1.084036e+02	-1.64908e+02	
12536	1.361445e+01	1.083938e+02	-1.64917e+02	
12537	1.362229e+01	1.083840e+02	-1.64925e+02	
12538	1.363013e+01	1.083741e+02	-1.64933e+02	
12539	1.363798e+01	1.083643e+02	-1.64942e+02	
12540	1.364583e+01	1.083545e+02	-1.64950e+02	
12541	1.365369e+01	1.083447e+02	-1.64958e+02	
12542	1.366155e+01	1.083348e+02	-1.64967e+02	
12543	1.366942e+01	1.083250e+02	-1.64975e+02	
12544	1.367729e+01	1.083152e+02	-1.64983e+02	
12545	1.368516e+01	1.083054e+02	-1.64991e+02	
12546	1.369304e+01	1.082955e+02	-1.65000e+02	
12547	1.370093e+01	1.082857e+02	-1.65008e+02	
12548	1.370882e+01	1.082759e+02	-1.65016e+02	
12549	1.371671e+01	1.082660e+02	-1.65025e+02	
12550	1.372461e+01	1.082562e+02	-1.65033e+02	
12551	1.373251e+01	1.082464e+02	-1.65041e+02	
12552	1.374042e+01	1.082366e+02	-1.65049e+02	
12553	1.374833e+01	1.082267e+02	-1.65058e+02	
12554	1.375625e+01	1.082169e+02	-1.65066e+02	
12555	1.376417e+01	1.082071e+02	-1.65074e+02	
12556	1.377209e+01	1.081972e+02	-1.65082e+02	
12557	1.378002e+01	1.081874e+02	-1.65091e+02	
12558	1.378796e+01	1.081776e+02	-1.65099e+02	
12559	1.379590e+01	1.081677e+02	-1.65107e+02	
12560	1.380384e+01	1.081579e+02	-1.65115e+02	
12561	1.381179e+01	1.081481e+02	-1.65124e+02	
12562	1.381974e+01	1.081382e+02	-1.65132e+02	
12563	1.382770e+01	1.081284e+02	-1.65140e+02	
12564	1.383566e+01	1.081186e+02	-1.65148e+02	
12565	1.384363e+01	1.081087e+02	-1.65156e+02	
12566	1.385160e+01	1.080989e+02	-1.65165e+02	
12567	1.385958e+01	1.080891e+02	-1.65173e+02	
12568	1.386756e+01	1.080792e+02	-1.65181e+02	
12569	1.387554e+01	1.080694e+02	-1.65189e+02	
12570	1.388353e+01	1.080596e+02	-1.65197e+02	
12571	1.389153e+01	1.080497e+02	-1.65205e+02	
12572	1.389953e+01	1.080399e+02	-1.65214e+02	
12573	1.390753e+01	1.080301e+02	-1.65222e+02	
12574	1.391554e+01	1.080202e+02	-1.65230e+02	
12575	1.392355e+01	1.080104e+02	-1.65238e+02	
12576	1.393157e+01	1.080006e+02	-1.65246e+02	
12577	1.393959e+01	1.079907e+02	-1.65254e+02	
12578	1.394762e+01	1.079809e+02	-1.65262e+02	
12579	1.395565e+01	1.079711e+02	-1.65271e+02	
12580	1.396368e+01	1.079612e+02	-1.65279e+02	
12581	1.397172e+01	1.079514e+02	-1.65287e+02	
12582	1.397977e+01	1.079416e+02	-1.65295e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12583	1.398782e+01	1.079317e+02	-1.65303e+02	
12584	1.399587e+01	1.079219e+02	-1.65311e+02	
12585	1.400393e+01	1.079121e+02	-1.65319e+02	
12586	1.401200e+01	1.079022e+02	-1.65327e+02	
12587	1.402006e+01	1.078924e+02	-1.65336e+02	
12588	1.402814e+01	1.078826e+02	-1.65344e+02	
12589	1.403621e+01	1.078727e+02	-1.65352e+02	
12590	1.404430e+01	1.078629e+02	-1.65360e+02	
12591	1.405238e+01	1.078530e+02	-1.65368e+02	
12592	1.406048e+01	1.078432e+02	-1.65376e+02	
12593	1.406857e+01	1.078334e+02	-1.65384e+02	
12594	1.407667e+01	1.078235e+02	-1.65392e+02	
12595	1.408478e+01	1.078137e+02	-1.65400e+02	
12596	1.409289e+01	1.078039e+02	-1.65408e+02	
12597	1.410100e+01	1.077940e+02	-1.65416e+02	
12598	1.410912e+01	1.077842e+02	-1.65424e+02	
12599	1.411725e+01	1.077743e+02	-1.65432e+02	
12600	1.412538e+01	1.077645e+02	-1.65440e+02	
12601	1.413351e+01	1.077547e+02	-1.65448e+02	
12602	1.414165e+01	1.077448e+02	-1.65456e+02	
12603	1.414979e+01	1.077350e+02	-1.65464e+02	
12604	1.415794e+01	1.077251e+02	-1.65472e+02	
12605	1.416609e+01	1.077153e+02	-1.65480e+02	
12606	1.417425e+01	1.077055e+02	-1.65488e+02	
12607	1.418241e+01	1.076956e+02	-1.65496e+02	
12608	1.419058e+01	1.076858e+02	-1.65504e+02	
12609	1.419875e+01	1.076759e+02	-1.65512e+02	
12610	1.420692e+01	1.076661e+02	-1.65520e+02	
12611	1.421510e+01	1.076563e+02	-1.65528e+02	
12612	1.422329e+01	1.076464e+02	-1.65536e+02	
12613	1.423148e+01	1.076366e+02	-1.65544e+02	
12614	1.423967e+01	1.076267e+02	-1.65552e+02	
12615	1.424787e+01	1.076169e+02	-1.65560e+02	
12616	1.425608e+01	1.076071e+02	-1.65568e+02	
12617	1.426428e+01	1.075972e+02	-1.65576e+02	
12618	1.427250e+01	1.075874e+02	-1.65584e+02	
12619	1.428072e+01	1.075775e+02	-1.65592e+02	
12620	1.428894e+01	1.075677e+02	-1.65600e+02	
12621	1.429717e+01	1.075578e+02	-1.65608e+02	
12622	1.430540e+01	1.075480e+02	-1.65616e+02	
12623	1.431364e+01	1.075382e+02	-1.65624e+02	
12624	1.432188e+01	1.075283e+02	-1.65632e+02	
12625	1.433013e+01	1.075185e+02	-1.65640e+02	
12626	1.433838e+01	1.075086e+02	-1.65648e+02	
12627	1.434663e+01	1.074988e+02	-1.65656e+02	
12628	1.435489e+01	1.074889e+02	-1.65663e+02	
12629	1.436316e+01	1.074791e+02	-1.65671e+02	
12630	1.437143e+01	1.074693e+02	-1.65679e+02	
12631	1.437971e+01	1.074594e+02	-1.65687e+02	
12632	1.438799e+01	1.074496e+02	-1.65695e+02	
12633	1.439627e+01	1.074397e+02	-1.65703e+02	
12634	1.440456e+01	1.074299e+02	-1.65711e+02	
12635	1.441285e+01	1.074200e+02	-1.65719e+02	
12636	1.442115e+01	1.074102e+02	-1.65727e+02	
12637	1.442946e+01	1.074003e+02	-1.65734e+02	
12638	1.443777e+01	1.073905e+02	-1.65742e+02	
12639	1.444608e+01	1.073806e+02	-1.65750e+02	
12640	1.445440e+01	1.073708e+02	-1.65758e+02	

Index   frequency       tdb             tph             
--------------------------------------------------------------------------------
12641	1.446272e+01	1.073610e+02	-1.65766e+02	
12642	1.447105e+01	1.073511e+02	-1.65774e+02	
12643	1.447938e+01	1.073413e+02	-1.65782e+02	
12644	1.448772e+01	1.073314e+02	-1.65789e+02	
12645	1.449606e+01	1.073216e+02	-1.65797e+02	
12646	1.450441e+01	1.073117e+02	-1.65805e+02	
12647	1.451276e+01	1.073019e+02	-1.65813e+02	
12648	1.452112e+01	1.072920e+02	-1.65821e+02	
12649	1.452948e+01	1.072822e+02	-1.65828e+02	
12650	1.453784e+01	1.072723e+02	-1.65836e+02	
12651	1.454621e+01	1.072625e+02	-1.65844e+02	
12652	1.455459e+01	1.072526e+02	-1.65852e+02	
12653	1.456297e+01	1.072428e+02	-1.65860e+02	
12654	1.457136e+01	1.072329e+02	-1.65867e+02	
12655	1.457975e+01	1.072231e+02	-1.65875e+02	
12656	1.458814e+01	1.072132e+02	-1.65883e+02	
12657	1.459654e+01	1.072034e+02	-1.65891e+02	
12658	1.460495e+01	1.071935e+02	-1.65899e+02	
12659	1.461336e+01	1.071837e+02	-1.65906e+02	
12660	1.462177e+01	1.071738e+02	-1.65914e+02	
12661	1.463019e+01	1.071640e+02	-1.65922e+02	
12662	1.463862e+01	1.071541e+02	-1.65930e+02	
12663	1.464704e+01	1.071443e+02	-1.65937e+02	
12664	1.465548e+01	1.071344e+02	-1.65945e+02	
12665	1.466392e+01	1.071246e+02	-1.65953e+02	
12666	1.467236e+01	1.071147e+02	-1.65961e+02	
12667	1.468081e+01	1.071049e+02	-1.65968e+02	
12668	1.468926e+01	1.070950e+02	-1.65976e+02	
12669	1.469772e+01	1.070852e+02	-1.65984e+02	
12670	1.470618e+01	1.070753e+02	-1.65991e+02	
12671	1.471465e+01	1.070655e+02	-1.65999e+02	
12672	1.472313e+01	1.070556e+02	-1.66007e+02	
12673	1.473160e+01	1.070458e+02	-1.66015e+02	
12674	1.474009e+01	1.070359e+02	-1.66022e+02	
