corner_id,process,temp_c,vin_v,iload_ma,ceff_uf,esr_ohm,vout_v,dc_loop_gain_db,f_crossover_hz,phase_margin_deg,f_180_hz,gain_margin_db,result,resurgence_db,resurgence_result
res_ff_-40c_2.97v,res_ff,-40,2.97,0,4.7,0.05,1.79944,133,751.968,7.28,4.6615e+06,53.11,FAIL,-0.8453,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0,4.7,0.2,1.79944,133,751.972,7.47,4.64901e+06,53.10,FAIL,-0.8452,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0,4.7,0.5,1.79944,133,751.991,7.85,4.62387e+06,53.08,FAIL,-0.8447,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,0.33,0.001,1.79944,144.5,114340,57.72,549756,21.55,PASS,-0.5206,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,0.33,0.05,1.79944,144.5,114346,58.39,601234,23.03,PASS,-0.5199,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,0.33,0.2,1.79944,144.5,114448,60.40,912901,29.64,PASS,-0.5099,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,0.33,0.5,1.79944,144.5,115022,64.33,2.01303e+06,37.48,PASS,-0.5134,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,1,0.001,1.79944,144.5,37706.4,74.06,560902,31.51,PASS,-0.4323,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,1,0.05,1.79944,144.5,37709.2,74.72,827593,37.78,PASS,-0.4317,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,1,0.2,1.79944,144.5,37752.2,76.76,2.5425e+06,46.80,PASS,-0.4215,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,1,0.5,1.79944,144.5,37997.1,80.87,2.5879e+06,40.98,PASS,-0.4101,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,4.7,0.001,1.79944,144.5,9585.73,47.16,685324,48.21,PASS,-0.673,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,4.7,0.05,1.79944,144.5,9586.37,47.96,3.60819e+06,53.26,PASS,-0.672,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,4.7,0.2,1.79944,144.5,9596.22,50.42,3.00383e+06,48.21,PASS,-0.6576,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,0.1,4.7,0.5,1.79944,144.5,9652.13,55.46,2.76513e+06,41.78,PASS,-0.6474,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,0.33,0.001,1.79944,144.7,294799,52.51,862883,12.85,PASS,-0.5252,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,0.33,0.05,1.79944,144.7,294918,54.22,933745,14.02,PASS,-0.5207,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,0.33,0.2,1.79944,144.7,296743,59.29,1.25588e+06,18.00,PASS,-0.5107,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,0.33,0.5,1.79944,144.7,307541,68.84,1.93502e+06,20.73,PASS,-0.4675,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,1,0.001,1.79944,144.7,102575,69.12,869932,22.59,PASS,-0.4308,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,1,0.05,1.79944,144.7,102627,70.93,1.14672e+06,26.50,PASS,-0.426,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,1,0.2,1.79944,144.7,103428,76.47,2.08835e+06,29.93,PASS,-0.4511,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,1,0.5,1.79944,144.7,108309,87.71,2.40107e+06,24.73,PASS,-0.4097,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,4.7,0.001,1.79944,144.7,25868.9,47.75,915279,36.76,PASS,-0.6229,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,4.7,0.05,1.79944,144.7,25881.9,49.91,2.34945e+06,42.69,PASS,-0.616,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,4.7,0.2,1.79944,144.7,26083,56.71,2.53713e+06,33.27,PASS,-0.6483,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,1,4.7,0.5,1.79944,144.7,27293.4,71.23,2.56919e+06,25.87,PASS,-0.5246,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,0.33,0.001,1.79944,142.6,552726,30.74,935241,6.70,FAIL,-0.5892,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,0.33,0.05,1.79944,142.6,553409,33.89,1.01552e+06,7.88,FAIL,-0.5738,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,0.33,0.2,1.79944,142.6,564076,42.86,1.37257e+06,11.73,FAIL,-0.5993,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,0.33,0.5,1.79944,142.6,631765,57.19,2.05454e+06,13.73,PASS,-0.4715,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,1,0.001,1.79944,142.6,211750,57.29,939763,16.39,PASS,-0.472,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,1,0.05,1.79944,142.6,212166,61.00,1.24381e+06,20.20,PASS,-0.5057,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,1,0.2,1.79944,142.6,218902,72.21,2.18452e+06,22.80,PASS,-0.452,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,1,0.5,1.79944,142.6,271806,93.98,2.50625e+06,17.46,PASS,-0.3117,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,4.7,0.001,1.79944,142.6,56287.3,48.99,967992,30.23,PASS,-0.5887,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,4.7,0.05,1.79944,142.6,56429,53.70,2.3225e+06,35.55,PASS,-0.622,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,4.7,0.2,1.79944,142.6,58719.6,68.85,2.61964e+06,26.06,PASS,-0.511,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,10,4.7,0.5,1.79944,142.6,78364.1,103.79,2.67191e+06,18.56,PASS,-0.2955,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,0.33,0.001,1.79944,140.4,686107,17.90,911983,3.83,FAIL,-0.6899,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,0.33,0.05,1.79944,140.4,687267,21.79,989121,5.00,FAIL,-0.6663,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,0.33,0.2,1.79944,140.4,705614,32.49,1.33076e+06,8.80,FAIL,-0.5987,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,0.33,0.5,1.79944,140.4,821570,47.19,1.99591e+06,10.89,PASS,-0.534,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,1,0.001,1.79944,140.4,280207,51.44,915424,13.51,PASS,-0.5049,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,1,0.05,1.79944,140.4,281146,56.32,1.20558e+06,17.25,PASS,-0.5248,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,1,0.2,1.79944,140.4,296807,70.59,2.1218e+06,19.97,PASS,-0.4508,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,1,0.5,1.79944,140.4,448026,92.48,2.44242e+06,14.67,PASS,-0.2357,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,4.7,0.001,1.79944,140.4,73020,51.39,938879,27.29,PASS,-0.5503,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,4.7,0.05,1.79944,140.4,73342.6,57.52,2.24071e+06,32.73,PASS,-0.5591,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,4.7,0.2,1.79944,140.4,78833.7,77.40,2.55176e+06,23.28,PASS,-0.4959,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,25,4.7,0.5,1.79944,140.4,168306,125.15,2.60595e+06,15.77,PASS,-0.1032,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,0.33,0.001,1.79944,137.7,794214,8.41,901689,1.78,FAIL,-0.7121,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,0.33,0.05,1.79944,137.7,795849,12.89,976952,2.92,FAIL,-0.6812,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,0.33,0.2,1.79944,137.7,822090,24.87,1.30827e+06,6.66,FAIL,-0.6765,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,0.33,0.5,1.79944,137.7,984759,39.08,1.95782e+06,8.75,FAIL,-0.5431,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,1,0.001,1.79944,137.7,341122,46.28,904169,11.43,PASS,-0.5113,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,1,0.05,1.79944,137.7,342755,52.17,1.18574e+06,15.10,PASS,-0.5161,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,1,0.2,1.79944,137.7,370944,68.73,2.0808e+06,17.83,PASS,-0.4593,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,1,0.5,1.79944,137.7,659429,83.41,2.3986e+06,12.55,PASS,-0.2881,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,4.7,0.001,1.79944,137.7,87922,53.18,925198,25.18,PASS,-0.5769,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,4.7,0.05,1.79944,137.7,88503.4,60.56,2.18997e+06,30.59,PASS,-0.559,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,4.7,0.2,1.79944,137.7,99067.1,84.72,2.5057e+06,21.16,PASS,-0.404,PASS
res_ff_-40c_2.97v,res_ff,-40,2.97,50,4.7,0.5,1.79944,137.7,497320,115.19,2.56008e+06,13.65,PASS,-0.1381,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,0.33,0.001,1.79941,133.1,3177.64,27.57,5.31706e+06,53.04,FAIL,-0.8119,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,0.33,0.05,1.79941,133.1,3177.64,27.59,5.31244e+06,53.04,FAIL,-0.8119,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,0.33,0.2,1.79941,133.1,3177.64,27.65,5.29826e+06,53.03,FAIL,-0.8119,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,0.33,0.5,1.79941,133.1,3177.65,27.76,5.26966e+06,53.02,FAIL,-0.8118,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,1,0.001,1.79941,133.1,1752.11,16.13,5.31855e+06,53.03,FAIL,-0.8228,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,1,0.05,1.79941,133.1,1752.11,16.16,5.31394e+06,53.03,FAIL,-0.8228,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,1,0.2,1.79941,133.1,1752.11,16.25,5.29982e+06,53.02,FAIL,-0.8228,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,1,0.5,1.79941,133.1,1752.12,16.44,5.27131e+06,53.01,FAIL,-0.8226,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,4.7,0.001,1.79941,133,795.441,7.63,5.31913e+06,53.03,FAIL,-0.8679,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,4.7,0.05,1.79941,133,795.441,7.70,5.31453e+06,53.02,FAIL,-0.8679,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,4.7,0.2,1.79941,133,795.445,7.90,5.30041e+06,53.02,FAIL,-0.8678,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0,4.7,0.5,1.79941,133,795.469,8.31,5.27194e+06,53.00,FAIL,-0.8672,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,0.33,0.001,1.79941,144.8,129788,52.70,567162,21.08,PASS,-0.5607,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,0.33,0.05,1.79941,144.8,129797,53.45,627858,22.77,PASS,-0.5598,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,0.33,0.2,1.79941,144.8,129935,55.73,1.05568e+06,31.01,PASS,-0.5468,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,0.33,0.5,1.79941,144.8,130715,60.17,2.37221e+06,38.29,PASS,-0.6032,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,1,0.001,1.79941,144.8,45467.2,73.81,578254,31.02,PASS,-0.411,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,1,0.05,1.79941,144.8,45472.1,74.61,926915,38.69,PASS,-0.4101,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,1,0.2,1.79941,144.8,45547.8,77.06,2.97739e+06,47.26,PASS,-0.3954,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,1,0.5,1.79941,144.8,45979.3,81.96,2.94634e+06,41.20,PASS,-0.4043,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,4.7,0.001,1.79941,144.8,10668.8,51.82,694036,47.47,PASS,-0.5918,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,4.7,0.05,1.79941,144.8,10669.8,52.71,4.16636e+06,53.24,PASS,-0.5906,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,4.7,0.2,1.79941,144.8,10684.3,55.45,3.43191e+06,48.38,PASS,-0.5728,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,0.1,4.7,0.5,1.79941,144.8,10766.7,61.10,3.1261e+06,41.90,PASS,-0.6052,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,0.33,0.001,1.79941,145,340189,47.43,894191,12.28,PASS,-0.5695,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,0.33,0.05,1.79941,145,340361,49.39,978164,13.64,PASS,-0.5636,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,0.33,0.2,1.79941,145,342995,55.19,1.39274e+06,18.50,PASS,-0.5353,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,0.33,0.5,1.79941,145,358657,65.89,2.21558e+06,21.20,PASS,-0.5095,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,1,0.001,1.79941,145,122914,68.65,901534,22.02,PASS,-0.4644,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,1,0.05,1.79941,145,123002,70.81,1.24615e+06,26.72,PASS,-0.4573,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,1,0.2,1.79941,145,124380,77.39,2.38354e+06,30.26,PASS,-0.4504,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,1,0.5,1.79941,145,133037,90.58,2.70269e+06,24.74,PASS,-0.4074,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,4.7,0.001,1.79941,145,28962.7,52.85,948809,36.23,PASS,-0.6015,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,4.7,0.05,1.79941,145,28982.5,55.27,2.68658e+06,42.95,PASS,-0.5928,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,4.7,0.2,1.79941,145,29288.8,62.93,2.84831e+06,33.22,PASS,-0.5877,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,1,4.7,0.5,1.79941,145,31197.6,79.61,2.87535e+06,25.76,PASS,-0.5012,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,0.33,0.001,1.79941,143.5,606952,28.51,1.00086e+06,6.61,FAIL,-0.5989,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,0.33,0.05,1.79941,143.5,607821,31.97,1.09957e+06,7.99,FAIL,-0.5802,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,0.33,0.2,1.79941,143.5,621360,41.75,1.56941e+06,12.60,FAIL,-0.571,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,0.33,0.5,1.79941,143.5,707556,56.91,2.38276e+06,14.26,PASS,-0.5017,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,1,0.001,1.79941,143.5,239262,56.45,1.00611e+06,16.31,PASS,-0.5199,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,1,0.05,1.79941,143.5,239863,60.64,1.39651e+06,20.85,PASS,-0.4932,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,1,0.2,1.79941,143.5,249627,73.15,2.5221e+06,23.19,PASS,-0.4585,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,1,0.5,1.79941,143.5,332995,96.24,2.85263e+06,17.53,PASS,-0.2756,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,4.7,0.001,1.79941,143.5,62256,51.29,1.03888e+06,30.20,PASS,-0.6018,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,4.7,0.05,1.79941,143.5,62455.1,56.52,2.67631e+06,35.86,PASS,-0.5619,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,4.7,0.2,1.79941,143.5,65718.5,73.39,2.97139e+06,26.05,PASS,-0.5063,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,10,4.7,0.5,1.79941,143.5,99501,113.63,3.02265e+06,18.50,PASS,-0.2048,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,0.33,0.001,1.79941,141.6,743772,16.33,974285,3.76,FAIL,-0.7164,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,0.33,0.05,1.79941,141.6,745205,20.54,1.06881e+06,5.11,FAIL,-0.6884,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,0.33,0.2,1.79941,141.6,767723,32.09,1.5166e+06,9.66,FAIL,-0.6444,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,0.33,0.5,1.79941,141.6,909815,47.51,2.31182e+06,11.46,PASS,-0.5604,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,1,0.001,1.79941,141.6,313986,49.84,978403,13.44,PASS,-0.5301,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,1,0.05,1.79941,141.6,315295,55.29,1.34915e+06,17.89,PASS,-0.4845,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,1,0.2,1.79941,141.6,337216,70.97,2.44653e+06,20.40,PASS,-0.4432,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,1,0.5,1.79941,141.6,556932,90.85,2.77705e+06,14.78,PASS,-0.2511,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,4.7,0.001,1.79941,141.6,81087.9,53.22,1.00584e+06,27.27,PASS,-0.5849,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,4.7,0.05,1.79941,141.6,81546.4,60.02,2.57732e+06,33.08,PASS,-0.5782,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,4.7,0.2,1.79941,141.6,89557.2,82.27,2.89107e+06,23.32,PASS,-0.4517,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,25,4.7,0.5,1.79941,141.6,327298,126.98,2.94514e+06,15.76,PASS,-0.08778,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,0.33,0.001,1.7994,139.5,857273,7.29,962085,1.66,FAIL,-0.7134,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,0.33,0.05,1.7994,139.5,859295,12.13,1.054e+06,2.99,FAIL,-0.7591,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,0.33,0.2,1.7994,139.5,891359,25.02,1.48588e+06,7.45,FAIL,-0.6895,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,0.33,0.5,1.7994,139.5,1.0893e+06,39.81,2.2617e+06,9.27,FAIL,-0.5772,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,1,0.001,1.7994,139.5,380749,44.20,965307,11.32,FAIL,-0.523,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,1,0.05,1.7994,139.5,382988,50.75,1.32323e+06,15.68,PASS,-0.5161,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,1,0.2,1.7994,139.5,421669,68.73,2.39322e+06,18.22,PASS,-0.4503,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,1,0.5,1.7994,139.5,794788,79.71,2.72093e+06,12.62,PASS,-0.3129,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,4.7,0.001,1.7994,139.5,98181,54.69,990051,25.12,PASS,-0.5531,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,4.7,0.05,1.7994,139.5,99022.8,62.94,2.51183e+06,30.90,PASS,-0.5137,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,4.7,0.2,1.7994,139.5,115038,90.11,2.83227e+06,21.16,PASS,-0.3647,PASS
res_ff_-40c_3.30v,res_ff,-40,3.3,50,4.7,0.5,1.7994,139.5,692754,103.60,2.88682e+06,13.60,PASS,-0.2115,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,0.33,0.001,1.79933,131.7,3357.28,28.90,5.95882e+06,52.98,FAIL,-0.7544,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,0.33,0.05,1.79933,131.7,3357.28,28.92,5.95367e+06,52.98,FAIL,-0.7544,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,0.33,0.2,1.79933,131.7,3357.28,28.98,5.93782e+06,52.97,FAIL,-0.7544,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,0.33,0.5,1.79933,131.7,3357.29,29.10,5.90582e+06,52.96,FAIL,-0.7544,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,1,0.001,1.79933,131.7,1843.36,16.95,5.95996e+06,52.97,FAIL,-0.8365,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,1,0.05,1.79933,131.7,1843.36,16.98,5.9548e+06,52.97,FAIL,-0.8365,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,1,0.2,1.79933,131.7,1843.36,17.08,5.93901e+06,52.96,FAIL,-0.8365,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,1,0.5,1.79933,131.7,1843.37,17.28,5.90709e+06,52.95,FAIL,-0.8364,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,4.7,0.001,1.79933,131.5,835.495,8.06,5.96039e+06,52.96,FAIL,-0.9132,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,4.7,0.05,1.79933,131.5,835.495,8.12,5.95524e+06,52.96,FAIL,-0.9132,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,4.7,0.2,1.79933,131.5,835.5,8.34,5.93946e+06,52.96,FAIL,-0.9131,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0,4.7,0.5,1.79933,131.5,835.526,8.76,5.90758e+06,52.94,FAIL,-0.9124,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,0.33,0.001,1.79933,143.8,143492,48.30,582211,20.64,PASS,-0.6362,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,0.33,0.05,1.79933,143.8,143504,49.14,652261,22.54,PASS,-0.6352,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,0.33,0.2,1.79933,143.8,143679,51.65,1.23772e+06,32.70,PASS,-0.6192,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,0.33,0.5,1.79933,143.8,144669,56.54,2.72422e+06,38.89,PASS,-0.5989,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,1,0.001,1.79933,143.8,53397,72.22,593268,30.58,PASS,-0.4279,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,1,0.05,1.79933,143.8,53404.9,73.16,1.05136e+06,39.91,PASS,-0.4266,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,1,0.2,1.79933,143.8,53524.2,76.03,3.40558e+06,47.60,PASS,-0.4063,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,1,0.5,1.79933,143.8,54207.4,81.69,3.29692e+06,41.39,PASS,-0.4338,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,4.7,0.001,1.79933,143.8,11825.2,55.98,702952,46.84,PASS,-0.5652,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,4.7,0.05,1.79933,143.8,11826.6,56.97,4.71342e+06,53.22,PASS,-0.5637,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,4.7,0.2,1.79933,143.8,11847.7,60.02,3.85401e+06,48.52,PASS,-0.5418,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,0.1,4.7,0.5,1.79933,143.8,11967.5,66.31,3.47897e+06,42.01,PASS,-0.5436,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,0.33,0.001,1.79933,144.2,383103,42.31,916556,11.67,FAIL,-0.5689,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,0.33,0.05,1.79933,144.2,383333,44.52,1.01343e+06,13.23,FAIL,-0.5614,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,0.33,0.2,1.79933,144.2,386849,51.00,1.53463e+06,19.03,PASS,-0.5795,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,0.33,0.5,1.79933,144.2,407804,62.74,2.49269e+06,21.56,PASS,-0.5218,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,1,0.001,1.79933,144.2,144994,66.98,924120,21.43,PASS,-0.4909,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,1,0.05,1.79933,144.2,145138,69.52,1.34311e+06,26.96,PASS,-0.481,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,1,0.2,1.79933,144.2,147367,77.20,2.67274e+06,30.52,PASS,-0.4342,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,1,0.5,1.79933,144.2,161896,92.28,2.99492e+06,24.74,PASS,-0.391,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,4.7,0.001,1.79933,144.2,32520.1,57.83,972762,35.65,PASS,-0.5481,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,4.7,0.05,1.79933,144.2,32550.5,60.55,3.01643e+06,43.15,PASS,-0.5372,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,4.7,0.2,1.79933,144.2,33024.3,69.21,3.1495e+06,33.18,PASS,-0.5454,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,1,4.7,0.5,1.79933,144.2,36139.3,88.49,3.17133e+06,25.66,PASS,-0.4036,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,0.33,0.001,1.79933,143,657374,26.63,1.06124e+06,6.51,FAIL,-0.6315,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,0.33,0.05,1.79933,143,658443,30.38,1.17951e+06,8.09,FAIL,-0.6096,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,0.33,0.2,1.79933,143,675051,40.90,1.78022e+06,13.45,FAIL,-0.6314,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,0.33,0.5,1.79933,143,781029,56.77,2.70931e+06,14.65,PASS,-0.5019,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,1,0.001,1.79933,143,266042,55.44,1.06723e+06,16.22,PASS,-0.503,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,1,0.05,1.79933,143,266866,60.09,1.55616e+06,21.51,PASS,-0.47,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,1,0.2,1.79933,143,280295,73.83,2.85584e+06,23.48,PASS,-0.4507,PASS
res_ff_-40c_3.63v,res_ff,-40,3.63,10,1,0.5,1.79933,143,403741,97.29,3.19185e+06,17.55,PASS,-0.2463,PASS
